target	sms	sms_length	kfold
True	good afternoon love goes day woke early online waiting hmmm italian boy online see grins	88	1
True	nothing dinner w us	19	1
True	quite ok bit ex better go eat smth else ill feel guilty	55	1
True	ã¼ wait bus stop aft lect lar dun c ã¼ go get car come back n pick ã¼	69	1
True	ãœ predict wat time ã¼ll finish buying	38	1
True	waiting call sir	16	1
False	free polyphonic ringtone text super get free poly tone week sn subscription	75	1
True	none thats happening til get though	35	1
True	hey angry reply dr	18	1
True	nothing lor bit bored dun go home early sleep today	51	1
True	running managed minutes needed oxygen might resort roller option	64	1
False	congratulations awarded either â£ cd gift vouchers free entry â£ weekly draw txt music tncs	91	1
True	hi mobile ltgt added contact list great place send free sms people visit fullonsmscom	85	1
True	take care sleep wellyou need learn change lifeyou need get convinced thati wait conversations usget convinced timeyour family many sensesrespect overemphasiseor role life	170	1
True	make life stressfull always find time laugh may add years life surely adds life years gud dreams	96	1
True	pls restrict eating anythin likes next two days	47	1
True	ãœ still got lessons ãœ sch	27	1
True	understand loss gain work school	32	1
True	receive msg	11	1
True	boooo always work quit	22	1
True	going bath msg next ltgt min	28	1
True	grandmas oh dear still ill felt shit morning think hungover another night leave sat	83	1
True	oh okie lorwe go sat	20	1
True	short cute good person try prove gud mrng	41	1
True	ne thing interesting good birthday wrking nxt started uni today	63	1
True	sister got placed birla soft da	31	1
True	sorry ill call later	20	1
True	wow never realized embarassed accomodations thought liked since best could always seemed happy cave sorry didnt give sorry offered sorry room embarassing	153	1
False	winner specially selected receive â£ cash holiday flights inc speak live operator claim	87	1
True	cant make tonight	17	1
False	free entry wkly comp win fa cup final tkts may text fa receive entry questionstd txt ratetcs apply	98	1
True	really gooddhanush rocks	24	1
False	private account statement shows unredeemed points call identifier code expires	78	1
True	gran onlyfound afew days agocusoon honi	39	1
True	ball moving lotwill spin last difficult bat	43	1
True	hey guy know breathing neck get bud anyway youd able get half track usf tonight	79	1
True	hey girl r hope r well del r bak long time c give call sum time lucyxx	70	1
True	sorry ill call later	20	1
True	almost see sec	14	1
True	hi babe home wanna something xx	31	1
True	always putting business put pictures ass facebook one open people ive ever met would think picture room would hurt make feel violated	133	1
False	sexy st georges day pic jordantxt pic miss every wk saucy pics c pocketbabecouk â£	82	1
True	tired arguing week week want ill	32	1
True	word checkmate chess comes persian phrase shah maat means king dead goodmorning good day	88	1
True	bring got	9	1
True	single line big meaning miss anything best life miss best life anything gud nyt	79	1
True	oh outside players allowed play know	36	1
True	hey leave big deal take care	28	1
False	babe want baby nasty thing filthyguys fancy rude time sexy bitch go slo n hard txt xxx	86	1
True	wanted ask ã¼ wait finish lect cos lect finishes hour anyway	60	1
True	call later network urgnt sms	28	1
True	looking forward sex cuddling two sleeps	39	1
True	like personal sized	19	1
True	special	7	1
True	gal n boy walking park galcan hold hand boyy think would run away galno jst wana c feels walking heaven princegn	112	1
True	pic please resend	17	1
True	nah dub je still buff	21	1
False	boltblue tones reply poly mono eg cha cha slide yeah slow jamz toxic come stop tones txt	88	1
True	says ltgt year old man money last ltgt still waiting check	58	1
True	likely called mittelschmertz google paracetamol worry go	56	1
True	networking technical support associate	38	1
True	going wipro interview today	27	1
True	frndship like needle clock though v r clock v r nt able met evn v meetitz seconds bt v alwys stay conected gud	110	1
True	hurting n meaningful lines ever compromised everything love end love compromised everything gud mornin	102	1
False	yes place town meet exciting adult singles uk txt chat	54	1
False	free entry â£ weekly comp send word win tc	42	1
True	lol ok didnt remember til last nite	35	1
True	call ltgt min thats ok	22	1
True	ok wun b angry msg aft come home tonight	40	1
True	accidentally brought em home box	32	1
False	knock knock txt whose enter r weekly draw â£ gift voucher store yr choice tcs stoptxtstopâ£	91	1
True	stupid auto correct phone	25	1
True	yeah worse	10	1
True	go chase run shes crossing street	33	1
True	theres ring comes guys costumes gift future yowifes hint hint	61	1
True	merry christmas babe love ya kisses	35	1
True	sad story man last week bday wife didnt wish parents forgot n kids went work even colleagues wish entered cabin pa said happy bday boss felt special askd lunch lunch invited apartment went said mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife parents kidz friends n colleagues screaming surprise waiting sofa naked	337	1
True	babe lost	9	1
False	sexy singles waiting text age followed gender wither f gay men text age followed g	82	1
False	registered subscriber yr draw â£ gift voucher b entered receipt correct ans next olympics txt ans	97	1
True	makes happy	11	1
True	ok gonna head usf like fifteen minutes	38	1
True	leave	5	1
True	yup	3	1
False	uve selected stay top british hotels nothing holiday valued â£ dial claim national rate call	92	1
True	intrepid duo great time see soon	32	1
True	kkyesterday cbe	15	1
True	great	5	1
False	cashbalance currently pounds maximize cashin send go cc	55	1
False	welcome please reply age gender begin eg	40	1
False	dear uve invited xchat final attempt contact txt chat ldn	57	1
True	already squatting new way walking	33	1
True	nohe joined today	17	1
False	hot live fantasies call per min ntt ltd po box croydon national rate call	73	1
True	sir need axis bank account bank address	39	1
True	awesome minute	14	1
True	please ask macho price range want something new used plus interfued blackberry bold ltgt bb	91	1
True	staying town	12	1
True	ok	2	1
True	aiyo poor thing dun wan eat bathe already	41	1
True	work right	10	1
True	really dun bluff leh sleep early nite	37	1
True	end might still vomit okay everything come	42	1
True	okok okthenwhats todays plan	28	1
True	aight chillin friends room text youre way	41	1
True	might go sch yar e salon v boring	33	1
False	new voicemail please call	25	1
True	hi moved pub would great c cud come	35	1
True	ok dear call chechi	19	1
True	die e toot fringe	17	1
True	still checked da	16	1
True	sorry brah finished last exams	30	1
True	plane give month end	20	1
False	tried contact reply offer video phone anytime network mins half price line rental camcorder reply call	102	1
True	come tomorrow di	16	1
True	probs hon doinat mo	19	1
True	thanks love torch bold	22	1
False	unique enough find august	25	1
True	meeting call later	18	1
True	oh yeah diet flew window	24	1
True	meeting ã¼ rite ill go home lor ã¼ dun feel like comin ok	57	1
True	hmmm imagine youve come home rub feet make dinner help get ready date sure ready kind life	90	1
True	give sec think think	20	1
True	trying find chinese food place around	37	1
True	happy valentines day know early hundreds handsomes beauties wish thought finish aunties uncles	94	1
True	hi peteynoiâ’m ok wanted chat coz avent spoken long timehope alritehave good nit js love ya amx	95	1
True	k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop	97	1
True	hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss	83	1
True	sorry getting feel really bad totally rejected kinda thing	58	1
True	thk ã¼ gotta go home urself cos ill b going shopping frens present	66	1
False	cashbalance currently pounds maximize cashin send cash cc po box	64	1
True	oh gei happend tron maybe ill dl	32	1
True	please tell special stock talking	33	1
True	youre done mean	15	1
True	naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt	105	1
True	japanese proverb one none itu must indian version one let none itleave finally kerala version one stop none make strike	119	1
True	press conference da	19	1
True	sorry roommates took forever ok come	36	1
True	canâ’t wait cornwall hope tonight isnâ’t bad well itâ’s rock night shite anyway iâ’m going kip good night speak soon	116	1
True	marriage function	17	1
True	dare stupid wont tell anything hear wont talk	45	1
False	december mobile entitled update latest colour camera mobile free call mobile update co free	91	1
True	hai priya right doctor said pa	30	1
True	oh thats late well good night give call tomorrow iam going go sleep night night	79	1
True	see thought	11	1
True	went pay rent go bank authorise payment	39	1
False	dear voucher holder claim class airport lounge passes using holiday voucher call booking quote class x	102	1
True	eat shit wait monkey face bitch asshole	39	1
True	busy juz dun wan go early hee	29	1
True	good night dear sleepwellamptake care	37	1
True	ha ha cool cool chikku chikkudb	31	1
True	money issue weigh thanks breathe easier ill make sure regret thanks	67	1
False	dear voucher holder claim weeks offer pc please go tscs apply	61	1
True	got room soon â€¦ hadnt put clocks back til shouted everyone get realised wahay another hour bed	96	1
True	probably couple hours tops	26	1
True	senthil group company apnt	26	1
True	sis catching e show e afternoon watching w c wan watch today tmr lor	68	1
True	hi darlin hope nice night wish come cant wait see love fran ps want dirty anal sex want man gang bang	101	1
True	maybe say hi find got card great escape wetherspoons	52	1
False	winner valued network customer selected receivea â£ prize reward claim call claim code valid hours	98	1
True	yesterday going home	20	1
True	dear got bus directly calicut	29	1
True	plan staying night prolly wont back til late	44	1
True	ok april cant wait	18	1
False	valued vodafone customer computer picked win â£ prize collect easy call	71	1
True	want grasp pretty booty	23	1
True	ok	2	1
True	stop calling everyone saying might cancer throat hurts talk cant answering everyones calls get one call babysitting monday	122	1
